-1.5192e-15,1.5117,-0.098888,55.749,0.8772,8,27.521,8.8356,0.48655,1.0137,-2.5609e-15,1.7543,-0.38109,54.188,0.64307,-12,26.75,7.2552,1.2181,2.4578,2
-1.4451e-15,2.2824,0.46091,66.791,1.5061,2,32.709,6.2514,0.45049,3.0596,-1.0325e-14,2.1234,0.29953,68.455,1.3285,-14,33.622,6.4782,1.0922,2.9821,2
-2.3777e-15,2.2995,0.13572,79.616,1.1254,14,39.199,5.9766,0.41685,2.1747,-2.6127e-15,2.701,0.21557,78.492,1.1735,-14,38.516,5.317,1.1529,2.0959,2
-9.1038e-16,2.7553,0.17387,94.058,1.1347,12,46.295,6.1169,0.33698,0.98917,-1.3212e-14,2.6554,0.37948,90.314,1.3335,-14,44.395,5.3564,1.1399,2.8104,2
-4.9035e-16,2.8217,0.14579,106.23,1.109,10,52.371,5.8451,0.34233,2.8897,1.5543e-16,2.9986,0.2533,100.59,1.1845,-14,49.479,4.934,1.1019,0.76351,2
-3.1577e-15,2.5491,-0.058176,110.26,0.95537,12,54.506,6.3342,0.29952,0.76276,5.4771e-16,3.2926,-0.10445,104.91,0.9385,-4,51.654,4.4794,0.92227,2.3567,2
-1.3702e-15,2.5251,-0.16583,99.657,0.87675,22,49.235,5.9168,0.26392,0.33531,-2.5076e-14,2.8076,-0.28489,92.452,0.81576,2,45.594,4.3239,0.95503,3.1321,2
-1.2323e-15,1.0165,0.23013,29.943,1.5853,-16,14.659,11.687,0.84953,1.6391,-6.4985e-15,1.2494,0.0012416,35.454,1.002,2,17.413,9.7373,1.3555,2.7283,2
-1.9531e-15,0.89325,0.00043938,35.548,1.001,2,17.551,12.375,0.6156,2.0963,-8.5117e-16,1.4018,-0.19888,40.056,0.7515,2,19.726,8.6069,1.4251,0.31787,2
-9.9272e-16,1.216,0.0087586,48.561,1.0145,2,23.974,10.362,0.53136,0.93617,-1.3907e-14,1.7052,-0.074212,48.752,0.91659,-12,23.968,6.7293,1.2783,0.71804,2
-1.8254e-15,1.7974,-0.093898,60.378,0.9007,10,29.762,7.5158,0.47647,2.3145,-5.1218e-15,1.8102,0.13721,59.732,1.164,-22,29.379,6.2071,1.2985,1.6496,2
-2.3985e-15,2.0082,0.041938,75.279,1.0427,0,37.126,6.9197,0.3997,1.096,-1.7986e-14,2.4363,0.18845,72.263,1.1677,-18,35.474,5.0127,1.2686,2.1843,2
-4.4594e-16,2.4403,-0.05665,86.965,0.95462,6,42.886,5.3475,0.4411,2.7083,-2.8059e-14,2.8801,0.12245,84.535,1.0888,-20,41.516,4.5395,1.1846,1.0781,2
-1.5451e-15,2.8484,-0.32169,102.37,0.79705,6,50.551,5.3167,0.42879,2.1272,-7.1128e-15,2.9098,0.019443,94.466,1.0135,-20,46.5,4.7081,1.217,0.80693,2
-1.8522e-15,1.2841,-0.074251,44.013,0.89067,2,21.703,9.4616,0.61925,2.6198,-3.1604e-15,1.3833,-0.18469,43.748,0.76443,22,21.574,8.1887,1.0099,1.9726,2
-1.2948e-15,1.0224,-0.16126,38.071,0.72752,10,18.819,12.125,0.82408,3.0084,-1.3759e-14,1.5527,-0.22063,38.937,0.75116,22,19.135,7.818,0.9216,1.7888,2
-2.0132e-15,0.82304,0.0076856,30.092,1.0189,-16,14.838,13.257,0.90397,2.8725,-1.9784e-14,1.4307,-0.44327,37.688,0.52691,-8,18.597,9.1221,1.0642,0.27361,2
-2.3833e-15,1.0437,0.22457,29.734,1.5483,0,14.55,10.458,0.90102,1.3052,-3.5083e-15,1.2536,0.24292,34.964,1.4807,8,17.106,9.9889,1.1312,1.8869,2
-9.9735e-16,1.2476,-0.15522,35.621,0.77869,10,17.537,9.3577,0.83298,0.65643,-1.7038e-14,1.381,-0.065519,39.323,0.90941,4,19.333,8.832,1.263,0.39554,2
-1.4581e-15,1.0842,-0.048602,43.238,0.91419,8,21.36,11.175,0.6171,1.9637,-9.0742e-15,1.5709,-0.085389,44.226,0.89689,-6,21.741,7.2691,1.2503,0.51609,2
-1.9003e-15,1.5606,0.18494,54.393,1.2689,10,26.759,7.9857,0.48644,2.9021,-1.2671e-14,1.8915,0.022712,54.374,1.0243,-12,26.708,6.2824,1.2481,1.8096,2
-1.7653e-15,2.5798,-0.24831,102.92,0.8244,6,50.875,6.2862,0.3021,1.7827,-2.5905e-15,3.27,-0.18988,98.671,0.89024,-4,48.562,4.4168,0.90058,0.65746,2
-3.8515e-15,2.2953,-0.032503,91.54,0.97207,4,45.204,5.2404,0.34563,1.615,-6.1136e-15,3.2774,-0.1548,89.796,0.90979,-2,44.117,4.2204,0.90041,0.65019,2
-1.8541e-15,1.9355,-0.04266,79.091,0.95687,8,39.072,6.5513,0.33439,0.31398,-1.1731e-14,2.5067,-0.31176,79.407,0.77877,2,39.153,5.3482,0.88404,2.5405,2
-1.2416e-15,1.6364,-0.024873,66.209,0.97006,12,32.7,7.4977,0.34662,1.2782,-3.9968e-15,2.0104,-0.13225,66.033,0.87656,2,32.546,6.2766,0.97351,3.1342,2
-1.1953e-15,1.853,-0.21677,60.524,0.79054,22,29.853,7.0557,0.54201,1.4667,-1.262e-14,2.3874,-0.076823,55.395,0.93765,10,27.119,5.6447,0.96821,1.0486,2
-1.4155e-15,1.2381,-0.055312,44.722,0.91447,10,22.065,9.2795,0.66129,1.577,-7.1646e-15,1.6127,-0.42045,46.029,0.58641,6,22.716,7.7832,0.90607,1.2927,2
-2.201e-15,1.0745,-0.069812,37.079,0.87798,8,18.288,10.151,0.93439,2.4569,-4.5519e-15,1.439,0.24525,40.73,1.4109,-6,19.944,8.4775,0.93792,1.9126,2
-2.3888e-15,1.8793,0.18208,68.538,1.2146,8,33.75,7.2261,0.40957,1.8733,-8.7115e-15,2.3635,-0.16061,66.788,0.87274,-6,32.841,5.0276,1.178,3.1156,2
3.5712e-16,2.1971,-0.056271,78.937,0.95006,0,38.932,5.6334,0.40382,1.5555,-1.3856e-14,2.5297,0.19774,77.639,1.1696,-10,38.136,4.7414,1.0641,1.064,2
-1.5395e-15,2.3296,0.095913,92.162,1.0859,2,45.473,6.0832,0.36001,2.9463,-1.3175e-14,2.7022,0.28,89.022,1.2312,-6,43.765,5.2974,1.1583,0.58362,2
-1.5358e-15,2.5762,-0.052055,104.15,0.96039,0,51.442,5.8931,0.49336,2.1214,-1.8689e-14,3.2781,0.34756,100.49,1.2372,-20,49.334,4.2332,1.1236,2.1518,2
-3.8858e-17,2.7362,-0.097343,114.22,0.93129,4,56.45,5.9923,0.29449,2.6071,-1.5558e-14,3.6197,0.06071,109.16,1.0341,-4,53.658,3.6785,0.86736,1.6615,2
-2.0178e-15,2.3106,-0.0037505,100.96,0.99676,0,49.9,5.98,0.302,1.7023,-5.3069e-15,3.1533,-0.14997,97.425,0.9092,-4,47.961,4.1896,0.90049,0.64354,2
-1.9521e-15,2.097,-0.029235,89.476,0.9725,8,44.221,6.4892,0.29944,0.79029,-1.5284e-14,2.8219,-0.17072,86.711,0.8859,0,42.692,4.5706,0.93666,0.0086418,2
-1.5636e-15,1.146,0.39358,31.283,2.0461,-16,15.255,9.813,0.75372,2.9646,-3.2789e-15,1.1134,-0.043963,35.495,0.92403,-4,17.48,10.783,1.2237,1.3692,2
-1.2666e-15,1.2206,-0.29728,38.937,0.60829,8,19.237,10.37,0.77852,0.41061,-4.5445e-15,1.3886,-0.023031,38.676,0.96737,-20,18.996,6.6163,1.2485,0.052599,2
-1.9133e-15,1.1254,0.0058212,43.822,1.0104,0,21.627,9.0946,0.53863,0.67521,2.7608e-15,1.4944,-0.10306,45.669,0.87097,-6,22.487,7.0267,1.3199,2.4554,2
-3.1086e-15,1.6737,0.22155,55.063,1.3051,-4,27.056,6.8579,0.54239,1.3723,-5.7139e-15,1.9789,-0.11646,55.882,0.88884,-10,27.475,5.4,1.1546,2.594,2
-1.6903e-15,1.8157,0.14668,68.035,1.1758,2,33.527,6.7702,0.37906,0.73585,-1.6912e-14,2.2412,0.01889,65.715,1.017,-16,32.292,5.221,1.23,2.7384,2
-1.5756e-15,2.094,0.17634,78.837,1.1839,0,38.85,6.1948,0.37919,0.77141,-8.2897e-16,2.5519,0.1068,76.82,1.0874,-18,37.745,4.882,1.1489,1.1293,2
-1.0251e-15,2.4632,0.15923,90.4,1.1382,4,44.543,5.0482,0.44598,1.1519,-4.3669e-15,2.9359,0.28529,87.905,1.2153,-16,43.146,4.2988,1.127,2.1794,2
-2.0918e-15,2.4336,-0.11209,93.473,0.91194,-4,46.152,5.365,0.29472,2.6321,-1.051e-14,3.2177,-0.43847,91.731,0.76015,-6,45.164,4.0801,0.88455,2.5957,2
-1.3064e-15,2.2844,-0.11566,83.164,0.90362,4,41.039,6.0259,0.31621,2.8432,-2.9532e-14,2.5592,-0.040302,80.326,0.96899,0,39.533,5.2434,0.96484,1.9826,2
-1.9836e-15,2.1818,0.085953,71.359,1.082,2,35.112,5.4902,0.38937,2.7403,-1.6579e-14,2.5031,-0.0043799,73.195,0.99651,-4,35.972,5.5066,0.94096,2.2028,2
-1.4396e-15,1.5559,0.041327,62.102,1.0546,0,30.651,7.9027,0.32747,1.2793,-1.9377e-14,2.0001,-0.012252,61.208,0.98782,-6,30.106,5.756,0.86487,1.543,2
-1.9447e-15,1.3841,0.045554,52.348,1.0681,4,25.817,7.5903,0.59185,3.1128,-1.3086e-14,1.944,-0.51615,51.188,0.5804,4,25.237,5.5369,0.98313,0.9593,2
