-0.008244,0.67644,-0.010087,29.413,1.0191,-24,13.55,4.1272,1.5871,0.61701,-0.00011888,0.73724,-0.045957,28.391,0.88321,4,14.008,2.0955,2.0547,0.7225,2
-0.0085836,0.70758,0.0026204,33.977,1.0575,-18,15.781,4.4091,1.7703,1.1478,0.00051985,0.77137,-0.08023,33.122,0.80937,4,16.449,1.7659,2.1067,1.4189,2
-0.0088851,0.76271,0.077545,40.274,1.2856,-26,18.86,3.7769,1.6889,2.7872,0.0020624,0.96452,0.10138,37.303,1.2243,-14,18.631,1.7409,2.12,2.3014,2
-0.0078776,0.8371,-0.048907,44.245,0.92381,-10,20.979,4.301,1.8353,0.93968,0.0021366,1.0273,-0.018088,42.281,0.95739,-6,21.145,1.3822,2.2143,1.5142,2
-0.0056525,0.70177,-0.012967,47.824,0.99528,-6,23.061,3.2331,2.0332,0.87395,0.0022897,1.0683,0.045658,45.757,1.08,-10,22.873,0.95106,2.0927,2.0392,2
-0.0058972,0.85718,-0.022975,48.55,0.97425,24,23.358,2.6261,1.7613,0.79798,0.0023152,0.99178,-0.002667,45.964,0.98539,8,23.012,1.2927,2.2904,0.58442,2
-0.0067677,0.82463,-0.10652,44.643,0.79733,18,21.33,3.4692,1.874,1.2643,0.00017901,1.035,0.092683,43.386,1.1959,-22,21.433,1.5946,2.0678,2.3225,2
-0.0099743,0.51682,0.0020325,22.751,1.0888,-40,10.049,5.8851,0.99568,0.44527,-0.0013531,0.50899,0.051496,17.448,1.2384,-14,8.4215,2.0013,1.5706,3.1324,2
-0.009389,0.46443,0.033738,24.227,1.255,-34,10.861,6.4973,1.3146,1.5465,-0.00081943,0.50043,-0.0036049,20.468,0.99217,-4,10.011,1.3986,1.7949,0.87073,2
-0.0088383,0.48869,0.010729,27.06,1.1234,-56,12.344,5.9706,1.6141,1.9641,-0.0013994,0.5698,-0.024853,25.088,0.92548,-2,12.24,1.5575,2.0268,2.9584,2
-0.01025,0.72939,0.094381,33.021,1.3739,-40,15.074,5.057,1.5445,1.4063,-0.0016358,0.82976,-0.0095584,33.35,0.98496,0,16.274,2.0251,1.9105,0.13033,2
-0.0096255,0.82155,0.0041521,37.686,1.0586,-30,17.481,4.1684,1.8018,1.8316,-0.00082998,0.86404,-0.066083,36.886,0.86123,0,18.144,1.7287,2.0172,2.7744,2
-0.0075163,0.84121,0.029352,43.018,1.1114,-28,20.389,2.9047,1.9364,2.5627,-0.00088658,0.93865,-0.052446,40.149,0.89756,-6,19.746,1.5381,2.22,1.7793,2
-0.0073321,0.82436,0.0014007,47.676,1.0397,-12,22.752,3.4639,1.9906,3.0028,-0.0020133,1.0777,-0.033698,45.764,0.94641,-6,22.379,1.8862,1.9546,1.7179,2
-0.0070059,0.56195,0.029414,25.484,1.1675,-8,11.753,4.5465,1.2457,1.2405,-0.0016599,0.6103,-0.042763,22.59,0.87859,6,10.954,2.384,1.7214,1.7795,2
-0.010584,0.61218,-0.0089321,25.776,1.0408,-16,11.467,6.0621,1.0038,0.4372,-0.0010021,0.51025,0.023678,19.038,1.106,10,9.2651,2.6415,1.4797,0.65224,2
-0.007311,0.64454,0.068044,22.394,1.2942,-12,10.141,5.398,1.2078,0.088551,-0.0024897,0.63773,0.067444,20.878,1.2562,-14,9.9632,3.1625,1.4173,0.19497,2
-0.010196,0.59867,0.037064,23.092,1.2123,-32,10.164,5.3233,0.94153,1.6677,-0.0008966,0.52756,0.077122,18.053,1.3518,-16,8.7677,2.3678,1.5924,0.44465,2
-0.0090375,0.60999,0.11545,24.489,1.5605,-32,10.978,4.1615,1.0063,0.68156,-0.0044617,0.61363,-0.015579,22.3,0.97854,-8,10.465,4.0834,1.5528,3.096,2
-0.0083705,0.46445,0.023046,25.343,1.1874,-58,11.544,5.7597,1.5751,0.38543,-0.00033032,0.50102,0.0013057,22.721,1.0079,6,11.194,1.3617,1.9641,2.8648,2
-0.0077884,0.49301,0.027049,28.888,1.1893,-28,13.378,5.2264,1.8332,0.14225,-0.00015844,0.56363,-0.024569,27.61,0.91749,4,13.651,1.3284,2.1363,1.0334,2
-0.0066849,0.91935,-0.11933,45.201,0.79331,22,21.598,2.5463,1.7374,0.26413,-0.0012385,1.1585,0.020255,45.706,1.04,-4,22.41,1.5155,2.178,0.67604,2
-0.0086288,0.98263,-0.058006,42.594,0.92037,22,20.03,3.2989,1.7099,1.6011,-0.00034047,1.0164,0.016161,41.766,1.0337,-4,20.584,1.7314,2.0226,2.3811,2
-0.0058699,0.71721,-0.14612,37.123,0.6844,40,17.713,3.1456,1.654,1.6811,-0.0014016,0.84183,-0.090827,35.311,0.81067,-14,17.299,1.2415,2.1193,2.3858,2
-0.0072277,0.62558,-0.087826,33.267,0.79006,28,15.632,4.3431,1.5706,1.4406,-0.00021614,0.63314,-0.026407,30.255,0.92118,-12,14.949,1.4307,2.1547,1.98,2
-0.010301,0.79048,-0.13016,33.082,0.75656,22,15.14,4.8098,1.5247,2.5237,-0.0014006,0.70831,0.03533,28.795,1.1138,-6,14.043,1.5351,1.8946,0.90261,2
-0.0087588,0.59015,-0.019066,26.756,0.99477,10,12.184,4.5621,1.4232,0.77474,-0.00015629,0.52309,0.0038391,21.502,1.016,0,10.6,2.5306,2.0722,0.13931,2
-0.008743,0.70912,0.0070812,25.911,1.0718,-10,11.727,4.0078,1.2826,1.8517,-0.0022741,0.55579,0.0091852,22.442,1.0507,-32,10.807,2.8442,1.4615,2.4499,2
-0.010488,0.81381,0.018215,36.683,1.1012,-30,16.874,4.1921,1.6816,2.6185,-0.0026418,0.81972,-0.01517,35.114,0.97617,-18,17.039,1.9095,2.0164,1.0623,2
-0.0077426,0.82323,-0.0046498,40.69,1.0267,-18,19.211,3.4344,1.924,1.5143,-0.0010767,0.90072,0.052481,38.86,1.1291,2,19.062,2.2637,2.0022,1.9403,2
-0.0099139,0.86171,-0.050156,46.475,0.932,-12,21.845,4.1644,1.9422,2.4775,-0.0028225,0.92458,0.016897,43.305,1.05,8,21.078,2.7668,1.964,1.4014,2
-0.0067183,0.89357,0.0069195,49.555,1.0466,-16,23.744,2.93,1.9819,0.6083,-0.001849,1.1393,0.0021916,46.899,1.0104,-2,22.942,1.4129,2.1624,0.099299,2
-0.0084439,1.0204,-0.10629,51.658,0.83888,32,24.587,3.3645,1.8623,3.1207,-0.0028379,1.2619,-0.024236,49.764,0.97101,-2,24.231,1.2344,2.1402,2.8087,2
-0.006341,0.82562,-0.089378,45.466,0.83,26,21.788,3.387,1.7958,2.9245,-0.0011,1.0499,-0.011529,43.649,0.98238,-6,21.432,0.78857,2.1915,0.36655,2
-0.0061504,0.74248,-0.082336,40.705,0.82761,40,19.448,3.5086,1.5833,0.4529,-0.0015445,0.90773,0.0022876,39.505,1.0119,-12,19.339,1.0704,2.1428,1.4757,2
-0.010892,0.60719,-0.027987,25.497,0.97978,-38,11.297,6.0517,1.0262,1.2865,-0.002264,0.62919,0.055848,21.164,1.2123,-14,10.139,2.9462,1.527,1.7266,2
-0.011839,0.66872,0.072585,27.591,1.3363,-42,12.189,5.9322,1.182,0.46777,-0.0025523,0.66554,-0.043075,24.054,0.89205,0,11.565,2.4749,1.8267,1.4581,2
-0.0089808,0.53055,0.0099606,27.693,1.1111,-46,12.634,5.5746,1.5913,0.69529,-0.0011984,0.56003,0.015317,25.025,1.0653,-2,12.225,1.7258,1.899,2.2739,2
-0.0095236,0.67945,0.060614,32.309,1.2656,-36,14.825,4.5292,1.5022,2.567,-0.0034903,0.72218,-0.084713,30.756,0.80565,-8,14.799,1.7,1.899,2.4916,2
-0.0080416,0.57489,-0.010763,35.167,1.0187,-26,16.477,4.8014,2.0428,2.2193,-0.0014529,0.70185,-0.039463,33.489,0.90098,-2,16.404,1.5307,2.1288,1.2921,2
-0.0076686,0.62197,-0.032752,39.576,0.94553,-20,18.72,4.4888,2.0772,1.4661,-0.0010984,0.78911,-0.03847,37.88,0.91211,-8,18.62,1.318,2.1239,2.3184,2
-0.0076779,0.81755,0.0096856,42.797,1.0632,-20,20.268,3.4782,1.95,1.9978,-0.00046674,1.009,-0.049402,43.009,0.90833,2,21.208,1.483,2.1559,0.9537,2
-0.0079902,0.9279,-0.095512,43.865,0.84211,20,20.765,3.1491,1.8609,2.8162,-0.0010883,0.96741,0.069045,42.419,1.1589,-4,20.82,2.5511,1.8889,0.74627,2
-0.0084055,0.80837,-0.064671,42.016,0.88821,18,19.813,3.8573,1.6887,0.23872,-0.00070914,0.9545,-0.048307,38.355,0.90635,-12,18.865,1.4456,2.0201,1.0019,2
-0.0094495,0.82477,-0.19639,37.537,0.64583,22,17.476,3.9627,1.5983,0.44404,-0.0023329,0.86998,0.025419,35.632,1.0716,-6,17.312,2.3086,1.8257,0.34759,2
-0.0075779,0.55353,-0.07087,32.002,0.81711,24,14.97,4.9565,1.5707,1.4292,-0.00069194,0.62155,-0.021363,29.227,0.93771,-12,14.38,1.4476,2.036,2.4674,2
-0.010002,0.71208,0.0033502,32.192,1.0678,4,14.716,4.7718,1.3606,0.47816,-0.0013606,0.72583,0.0046137,28.674,1.0204,0,13.991,1.7314,1.6855,0.38169,2
-0.0090857,0.76843,-0.054228,27.683,0.91036,-2,12.573,3.9568,1.2259,1.7284,-0.0016595,0.63287,0.0069636,23.424,1.033,-4,11.352,2.0441,1.7062,0.30961,2
